title,author,index,category,year,comment,found
Tatry Polskie. Przewodnik geologiczny dla turystów,"Bac- Moszaszwili Maria, Gąsienica Szostak Małgorzata",K-341,Geologia,1990 Warszawa,,Nie
"Łemkowie - kultura, sztuka, język",Praca zbiorowa,K-343,Etnografia,1987 Warszawa-Kraków,,Nie
"Łemkowie - kultura, sztuka, język",Praca zbiorowa,K-343,Architektura,1987 Warszawa-Kraków,,Nie
"Łemkowie - kultura, sztuka, język",Praca zbiorowa,K-344,Architektura,1987 Warszawa-Kraków,,Nie
"Łemkowie - kultura, sztuka, język",Praca zbiorowa,K-344,Etnografia,1987 Warszawa-Kraków,,Nie
Przewodnik po trasach turystycznych województwa nowosądeckiego,"Krupiński Andrzej B., Wielek Jan",K-346,Przewodniki narciarskie,1989 Nowy Sącz,,Nie
Zbójecka karczma,Bauer Jerzy,K-347,Literatura,1989 Rzeszów,,Nie
Suwalski Park Krajobrazowy. Przewodnik przyrodniczo-krajoznawczy,Rąkowski Grzegorz,K-348,Monograficzne,1989 Warszawa,,Nie
Śladami Łemków,Reinfuss Roman,K-349,Etnografia,1990 Warszawa,,Nie
Śladami Łemków,Reinfuss Roman,K-350,Etnografia,1990 Warszawa,,Nie
Nebezpečenstvo lavín,"Milan Ladislav, Šramka Štefan",K-351,Podręczniki,1988 Bratislava,,Nie
Stary cmentarz w Zakopanem. Przewodnik biograficzny,Zdebski Janusz,K-352,Biograficzne,1986 Warszawa-Kraków,,Nie
Levoča a okolie,"Chalupeck? Ivan, Rusnák Ernest",K-353,Przewodniki narciarskie,1985 Koszyce,,Nie
Karpaty,Kondracki Jerzy,K-354,Geologia,1989 Warszawa,,Nie
Gawędy o przewodnikach tatrzańskich,Stecki Konstanty,K-355,Historia turystyki,1985 Warszawa-Kraków,,Nie
Gawędy o przewodnikach tatrzańskich,Stecki Konstanty,K-355,Biograficzne,1985 Warszawa-Kraków,,Nie
Gawędy o przewodnikach tatrzańskich,Stecki Konstanty,K-356,Historia turystyki,1988 Warszawa-Kraków,,Nie
Gawędy o przewodnikach tatrzańskich,Stecki Konstanty,K-356,Biograficzne,1988 Warszawa-Kraków,,Nie
Sześć dni w Tatrach,Chałubiński Tytus,K-357,Biograficzne,1988 Kraków,,Nie
Wspomnienia z Zakopanego,Matlakowski Władysław,K-358,Biograficzne,1989 Kraków,,Nie
Alpiniści,Bilczewski Adam,K-359,Terenoznawstwo,1987 Katowice,,Nie
Tatry polskie. Przewodnik,Nyka Józef,K-36,Podręczniki narciarskie,1981 Warszawa,,Tak
"Ziemia Sądecka (""Przyroda polska"")","Staszkiewicz Jerzy, Witkowski Zbigniew",K-360,Przewodniki wspinaczkowe,1980 Warszawa,,Nie
"Pieniny (""Przyroda polska"")",Strojny Władysław,K-361,Przewodniki wspinaczkowe,1987 Warszawa,,Nie
Pieniny. Przewodnik turystyczny,Nyka Józef,K-362,Podręczniki narciarskie,1966 Warszawa,,Nie
Muzeum Świętokrzyskie w Kielcach. Pałac,Oborny Alojzy,K-363,Informatory,Kielce,,Nie
"Ilustrowany przewodnik po Wschodnich Karpatach Galicyi, Bukowiny i Węgier",Orłowicz Mieczysław,K-364,Podręczniki narciarskie,1914 Lwów,,Nie
Białowieża,Okołów Czesław,K-365,Informatory,1989 Warszawa,,Nie
7 dni w Ujsołach. Przewodnik turystyczny,Matuszczyk Andrzej,K-366,Podręczniki narciarskie,1989 Warszawa-Kraków,,Nie
Wędrówka przez Ziemię Kłodzką. Przewodnik turystyczny,Staffa Marek,K-367,Podręczniki narciarskie,1982 Warszawa-Kraków,,Nie
Babia Góra. Przewodnik turystyczny,Midowicz Władysław,K-368,Podręczniki narciarskie,1986 Warszawa-Kraków,,Nie
Szczyrzyc,Galarowski Tadeusz,K-369,Podręczniki narciarskie,1988 Wrocław,,Nie
Wędrówka przez Sudety Zachodnie,Staffa Marek,K-370,Podręczniki narciarskie,1989 Warszawa-Kraków,,Nie
Wędrówka przez Sudety Zachodnie,Staffa Marek,K-371,Podręczniki narciarskie,1989 Warszawa-Kraków,,Nie
Rudawy Janowickie,Szarek Bohdan W.,K-372,Podręczniki narciarskie,1990 Warszawa-Kraków,,Nie
Rudawy Janowickie,Szarek Bohdan W.,K-373,Podręczniki narciarskie,1990 Warszawa-Kraków,,Nie
Kotlina Jeleniogórska,Szarek Bohdan W.,K-374,Podręczniki narciarskie,1989 Warszawa-Kraków,,Nie
Beskid Mały. Grupa Łamanej Skały,Matuszczyk Andrzej,K-375,Podręczniki narciarskie,1989 Warszawa-Kraków,,Nie
Skałki podkrakowskie. Przewodnik wspinaczkowy. T.2: Doliny Kluczwody i Bolechowicka,"Baran Krzysztof, Opozda Tomasz",K-376,Przewodniki niegórskie,1985 Warszawa-Kraków,,Nie
Muzea i izby regionalne PTTK,Cichy Wiesław,K-377,Informatory,1985 Warszawa-Kraków,,Nie
Z dziejów Śnieżki w Karkonoszach,Kolbuszewski Jacek,K-378,Historia turystyki,1990 Warszawa-Kraków,,Nie
Na góralską nutę,Wnuk Włodzimierz,K-38,Biograficzne,1981 Warszawa,,Tak
Rozmowy o Evereście,"Cichy Leszek, Wielicki Krzysztof, Żakowski Jacek",K-380,Terenoznawstwo,1987 Warszawa,,Nie
Rozmowy o Evereście,"Cichy Leszek, Wielicki Krzysztof, Żakowski Jacek",K-381,Terenoznawstwo,1987 Warszawa,,Nie
Rozmowy o Evereście,"Cichy Leszek, Wielicki Krzysztof, Żakowski Jacek",K-382,Terenoznawstwo,1987 Warszawa,,Nie
Rozmowy o Evereście,"Cichy Leszek, Wielicki Krzysztof, Żakowski Jacek",K-383,Terenoznawstwo,1987 Warszawa,,Nie
Rozmowy o Evereście,"Cichy Leszek, Wielicki Krzysztof, Żakowski Jacek",K-384,Terenoznawstwo,1987 Warszawa,,Nie
Rozmowy o Evereście,"Cichy Leszek, Wielicki Krzysztof, Żakowski Jacek",K-385,Terenoznawstwo,1987 Warszawa,,Nie
Beskidy. T.2. Makowski (cz. wschodnia) - Wyspowy - Sądecki - Pogórze Rożnowskie i Ciężkowickie,Krygowski Władysław,K-387,Podręczniki narciarskie,1977 Warszawa,,Nie
Beskidy T.3. Beskid Niski. Pogórze Ciężkowickie (cz. wschodnia) i Pogórze Strzyżowsko-Dynowskie (cz. zachodnia),Krygowski Władysław,K-388,Podręczniki narciarskie,1977 Warszawa,,Nie
Ojcowski Park Narodowy,Partyka Józef,K-39,Przewodniki narciarskie,1979 Warszawa,,Tak
Od Tatr do Niżnych Tatr,Wójcik Zbigniew,K-390,Geologia,1969 Warszawa,,Nie
Alpiniści,Bilczewski Adam,K-391,Terenoznawstwo,1987 Katowice,,Nie
Alpiniści,Bilczewski Adam,K-392,Terenoznawstwo,1987 Katowice,,Nie
Alpiniści,Bilczewski Adam,K-393,Terenoznawstwo,1987 Katowice,,Nie
Alpiniści,Bilczewski Adam,K-394,Terenoznawstwo,1987 Katowice,,Nie
Opowieści tatrzańskich kurierów,Filar Alfons,K-395,Historia,1977 Warszawa,,Nie
Opowieści tatrzańskich kurierów,Filar Alfons,K-395,Literatura,1977 Warszawa,,Nie
U podnóża Tatr 1939-1945. Podhale i Sądecczyzna w walce z okupantem,Filar Alfons,K-396,Historia,1985 Warszawa,,Nie
Konfederacja tatrzańska,Leczykiewicz Sylwester,K-397,Historia,1969 Warszawa,,Nie
W Tatrach Słowackich. Przewodnik,Andráši Július,K-398,Podręczniki narciarskie,1977 Warszawa-Bratysława,,Nie
Niedere Tatra. Touristenfuhrer,Hochmuth Zdenko,K-399,Podręczniki narciarskie,1975 Bratysława,,Nie
"Ziemia Sądecka (""Przyroda polska"")","Staszkiewicz Jerzy, Witkowski Zbigniew",K-4,Przewodniki wspinaczkowe,1980 Warszawa,,Tak
Przyjaciele moi,Goryszyn Gleb,K-40,Literatura,1978 Warszawa,,Tak
Slovensky Raj. Touristenführer,"Hric Andrej, Hric Karol",K-400,Podręczniki narciarskie,1980 Bratysława,,Nie
Uzdrowiska karpackie,"Kruczek Zygmunt, Weseli Agnieszka",K-401,Informatory,1987 Kraków,,Nie
Mała encyklopedia babiogórska,Midowicz Władysław (red),K-402,Monograficzne,1992 Pruszków,,Nie
Mała encyklopedia babiogórska,Midowicz Władysław (red),K-402,Monograficzne,1992 Pruszków,,Nie
Mała encyklopedia babiogórska,Midowicz Władysław (red),K-403,Monograficzne,1992 Pruszków,,Nie
Mała encyklopedia babiogórska,Midowicz Władysław (red),K-403,Monograficzne,1992 Pruszków,,Nie
500 zagadek o jaskiniach,"Parma  Christian, Rojek Tadeusz",K-404,Słowniki,1985 Warszawa,,Nie
"Gdzie szum Prutu, Czeremoszu",Kolankowski Jerzy,K-405,Literatura,1989 Wrocław,,Nie
Pogórze przemyskie. Słownik krajoznawczo-historyczny,Kryciński Stanisław,K-406,Monograficzne,1992 Warszawa,,Nie
Pogórze przemyskie. Słownik krajoznawczo-historyczny,Kryciński Stanisław,K-406,Monograficzne,1992 Warszawa,,Nie
Meteorologia dla potrzeb szybownictwa,Schmidt Marcin T.,K-407,Meteorologia,1982 Warszawa,,Nie
"Krynica, Muszyna, Żegiestów i okolice","Nitribitt Roman, Hetper Zygmmunt",K-408,Podręczniki narciarskie,1991 Lwów,,Nie
Ilustrowana historia fortyfikacji,Fuglewicz Stefan,K-409,Architektura,1991 Warszawa,,Nie
Ilustrowana historia fortyfikacji,Fuglewicz Stefan,K-409,Historia,1991 Warszawa,,Nie
Przewodnik po Puszczy Kampinoskiej,Herz Lechosław,K-41,Przewodniki narciarskie,1980 Warszawa,,Tak
Cerkwie w Bieszczadach,Kryciński Stanisław,K-410,Architektura,1991 Warszawa,,Nie
Jak ja kocham te góry,Sas-Nowosielski Witold,K-411,Literatura,1990 Warszawa,,Nie
Spór o Bieszczady,"Michałowski Witold, Rygielski Janusz",K-412,Przewodniki wspinaczkowe,1986 Warszawa,,Nie
Tatrzańskie stawy,"Paczkowski Andrzej, Ziemak Ryszard",K-413,Przewodniki wspinaczkowe,1991 Warszawa,,Nie
Tatrzańskie stawy,"Paczkowski Andrzej, Ziemak Ryszard",K-413,Albumy,1991 Warszawa,,Nie
W Sudetach,Koszarski Włodzimierz,K-414,Monograficzne,1979 Warszawa,,Nie
W Sudetach,Koszarski Włodzimierz,K-414,Geografia,1979 Warszawa,,Nie
Gorlickie. Przewodnik,Mościcki Bogdan,K-415,Podręczniki narciarskie,1992 Pruszków-Gorlice,,Nie
Riła (Bułgaria). Przewodnik turystyczny,"Stankiewicz Wojciech, Zimny Krzysztof",K-416,Podręczniki narciarskie,1984 Warszawa-Kraków,,Nie
Skałki podkrakowskie. Przewodnik wspinaczkowy. T.1: Dolina Kobylańska,"Baran Krzysztof, Opozda Tomasz",K-417,Przewodniki niegórskie,1983 Warszawa-Kraków,,Nie
Skałki podkrakowskie. Przewodnik wspinaczkowy. T.2: Doliny Kluczwody i Bolechowicka,"Baran Krzysztof, Opozda Tomasz",K-418,Przewodniki niegórskie,1985 Warszawa-Kraków,,Nie
Skałki Rzędkowickie. Przewodnik wspinaczkowy po skałkach i jaskiniach Wyżyny Krakowsko-Częstochowskiej,Kiełkowscy Jan i Małgorzata,K-419,Przewodniki niegórskie,1981 Warszawa,,Nie
Dwa przełomy,"Karpiński Jan Jerzy, Szczęsny Tadeusz",K-420,Monograficzne,1957 Warszawa,,Nie
Dwa przełomy,"Karpiński Jan Jerzy, Szczęsny Tadeusz",K-420,Albumy,1957 Warszawa,,Nie
K2. Triumf i tragedia,Curran Jim,K-421,Terenoznawstwo,1989 Czeladź,,Nie
Na szlakach Łemkowszczyzny,Pieradzka Krystyna,K-422,Etnografia,1939 Kraków,,Nie
"Łemkowie - kultura, sztuka, język",Praca zbiorowa,K-423,Etnografia,1987 Warszawa-Kraków,,Nie
"Łemkowie - kultura, sztuka, język",Praca zbiorowa,K-423,Architektura,1987 Warszawa-Kraków,,Nie
"Łemkowie - kultura, sztuka, język",Praca zbiorowa,K-424,Etnografia,1987 Warszawa-Kraków,,Nie
"Łemkowie - kultura, sztuka, język",Praca zbiorowa,K-424,Architektura,1987 Warszawa-Kraków,,Nie
Histora architektury dla wszystkich,Broniewski Tadeusz,K-426,Architektura,1990 Wrocław,,Nie
Bolimów i Puszcza Bolimowska,Herz Lechosław,K-427,Przewodniki narciarskie,1975 Warszawa,,Nie
Grójec i okolice,Herz Lechosław,K-428,Przewodniki narciarskie,1976 Warszawa,,Nie
Kołbiel i okolice,Herz Lechosław,K-429,Przewodniki narciarskie,1975 Warszawa,,Nie
Tatry Wysokie. Cz. 23: Przeł. Stolarczyka-Modra Ławka,Paryski Witold H.,K-43,Przewodniki niegórskie,1983 Warszawa,,Tak
Czarci Dół i okolice,Herz Lechosław,K-430,Przewodniki narciarskie,1976 Warszawa,,Nie
Czarci Dół i okolice,Herz Lechosław,K-431,Przewodniki narciarskie,1976 Warszawa,,Nie
Wilga i Lasy Garwolińskie,Herz Lechosław,K-432,Przewodniki narciarskie,1975 Warszawa,,Nie
Węgrów i okolice,Herz Lechosław,K-433,Przewodniki narciarskie,1976 Warszawa,,Nie
Zimą na trzeci szczyt świata,Machnik Andrzej,K-436,Terenoznawstwo,Kraków,,Nie
Najlepsze polskie opowieści o górach i wspinaniu,"Gondowicz Jan, Sonelski Wacław (wyb)",K-437,Literatura,Katowice,,Nie
Najlepsze polskie opowieści o górach i wspinaniu,"Gondowicz Jan, Sonelski Wacław (wyb)",K-437,Terenoznawstwo,Katowice,,Nie
Huculi,Janicka-Krzywda Urszula,K-438,Etnografia,1991 Kraków,,Nie
Na nartach w Czarnohorze,Lenkiewicz Stefan,K-439,Terenoznawstwo,1990 Kraków,,Nie
"Tatry (""Przyroda polska"")",Stecki Konstanty,K-44,Przewodniki wspinaczkowe,1979 Warszawa,,Tak
Wołanie w górach,Jagiełło Michał,K-440,Terenoznawstwo,1991 Warszawa,,Nie
Tatry. Przewodnik turystyczny. Tatry Polskie i Słowackie,Nyka Józef,K-442,Podręczniki narciarskie,1994 Warszawa,,Nie
Dotknięcie pustki,Simpson Joe,K-443,Terenoznawstwo,1992 Katowice,,Nie
Granaty. Przewodnik wspinaczkowy,"Skłodowski Andrzej, Wołoszyński Marek",K-444,Przewodniki niegórskie,1992 Warszawa-Kraków,,Nie
Zamarła turnia. Przewodnik wspinaczkowy,"Skłodowski Andrzej, Wołoszyński Marek",K-445,Przewodniki niegórskie,1992 Warszawa-Kraków,,Nie
Tatry Wysokie. Cz.1: Liliowe - Mały Kościelec,Paryski Witold H.,K-446,Przewodniki niegórskie,1967 Warszawa,,Nie
Tatry Wysokie Cz.2: Zawrat - Żółta Turnia,Paryski Witold H.,K-447,Przewodniki niegórskie,1967 Warszawa,,Nie
Tatry Wysokie Cz.3: Granacka Przełęcz - Wołoszyn,Paryski Witold H.,K-448,Przewodniki niegórskie,1967 Warszawa,,Nie
Tatry Wysokie Cz.4: Walentkowa Przełęcz - Przełączka pod Zadnim Mnichem,Paryski Witold H.,K-449,Przewodniki niegórskie,1967 Warszawa,,Nie
"Śląsk w zabytkach sztuki: Złoty Stok, Srebrna Góra",Kornecki Marian,K-45,Architektura,1980 Wrocław,,Tak
Tatry Wysokie Cz..5: Cubrynka - Skrajna Baszta,Paryski Witold H.,K-450,Przewodniki niegórskie,1967 Warszawa,,Nie
Tatry Wysokie Cz.6: Cubryna - Żabia Turnia Mięguszowiecka,Paryski Witold H.,K-451,Przewodniki niegórskie,1967 Warszawa,,Nie
Tatry Wysokie Cz.7: Żabia Przełęcz Wyżnia - Żabia Czuba,Paryski Witold H.,K-452,Przewodniki niegórskie,1967 Warszawa,,Nie
Tatry Wysokie Cz.18: Lodowa Przełęcz - Lodowy Zwornik,Paryski Witold H.,K-453,Przewodniki niegórskie,1974 Warszawa,,Nie
Tatry Wysokie Cz. 20: Baranie Rogi - Durny Szczyt,Paryski Witold H.,K-454,Przewodniki niegórskie,1976 Warszawa,,Nie
Tatry Wysokie Cz. 22: Wyżnia Miedziana Przełączka - Mała Rakuska Czubka,Paryski Witold H.,K-455,Przewodniki niegórskie,1979 Warszawa,,Nie
Tatry Wysokie Cz..17: Spąga - Rywociny,Paryski Witold H.,K-456,Przewodniki niegórskie,1973 Warszawa,,Nie
Poniżej i powyżej 8000 m.,Buhl Hermann,K-457,Terenoznawstwo,1994 Kraków,,Nie
Gwiazdy i burze,Rébuffat Gaston,K-458,Terenoznawstwo,Kraków,,Nie
"Sudety. Cz. II. Przewodnik. Sudety Środkowe cz. zachodnia, Przedgórze Sudeckie","Koszarski Włodzimierz, Ranowicz Bartłomiej",K-46,Podręczniki narciarskie,1982 Warszawa,,Tak
Wokół Annapurny,Samusik Jerzy,K-464,Terenoznawstwo,1987 Warszawa,,Nie
Vademecum turysty górskiego,Gajewski Jerzy W.,K-465,Podręczniki,1988 Warszawa-Kraków,,Nie
Śnieżna pantera,Matthiessen Peter,K-466,Terenoznawstwo,1988 Warszawa,,Nie
Śnieżna pantera,Matthiessen Peter,K-466,Literatura,1988 Warszawa,,Nie
K najvyššiemu vrchu sveta,"Midriak Rudolf, Zatkalí František",K-468,Terenoznawstwo,1988 Bratysława,,Nie
Everest'82,Rost Jurij,K-469,Terenoznawstwo,Praga 1985,,Nie
"Sudety. Cz. II. Przewodnik. Sudety Środkowe cz. zachodnia, Przedgórze Sudeckie","Koszarski Włodzimierz, Ranowicz Bartłomiej",K-47,Podręczniki narciarskie,1982 Warszawa,,Tak
Kpiarze pod Giewontem,Hennel Roman,K-470,Literatura,1987 Warszawa,,Nie
Dzieje Polskiego Towarzystwa Tatrzańskiego,Krygowski Władysław,K-471,Historia turystyki,1988 Warszawa-Kraków,,Nie
"Beskidy - część wschodnia. Beskid Niski, Bieszczady i ich pogórza",Okoń Marek,K-474,Monograficzne,1987 Warszawa-Kraków,,Nie
Ratownik w górach,Jenny Elmar,K-475,Pierwsza pomoc,1982 Warszawa,,Nie
Opowieść o Towarzystwie Tatrzańskim,Midowicz Władysław,K-476,Historia turystyki,nie podano,,Nie
Etnografia,Zaremba Anna,K-477,Etnografia,1993 Warszawa (SKG),,Nie
Popradzki Park Krajobrazowy. Przewodnik,Wieczorek T. (red),K-478,Monograficzne,1996 Stary Sącz,,Nie
Popradzki Park Krajobrazowy. Przewodnik,Wieczorek T. (red),K-479,Monograficzne,1996 Stary Sącz,,Nie
Popradzki Park Krajobrazowy. Przewodnik,Wieczorek T. (red),K-480,Monograficzne,1996 Stary Sącz,,Nie
Schroniska górskie w Karpatach polskich w latach 1939-1945,Mianowski Tomasz,K-481,Historia turystyki,1987 Warszawa-Kraków,,Nie
"Pieniny (""Przyroda polska"")",Strojny Władysław,K-482,Przewodniki wspinaczkowe,1987 Warszawa,,Nie
Sudety. Ziemia Kłodzka i Góry Opawskie,"Martynowski Zbigniew, Mazurski Krzysztof R.",K-483,Podręczniki narciarskie,1988 Warszawa,,Nie
Bieszczady. Przewodnik,Kłos Stanisław,K-484,Podręczniki narciarskie,1986 Warszawa,,Nie
"Gorce (""Przyroda polska"")",Michalik Stefan,K-485,Przewodniki wspinaczkowe,1989 Warszawa,,Nie
"Pieniny (""Przyroda polska"")",Strojny Władysław,K-486,Przewodniki wspinaczkowe,1987 Warszawa,,Nie
Wokół Annapurny,Samusik Jerzy,K-487,Terenoznawstwo,1987 Warszawa,,Nie
W Sudetach,Koszarski Włodzimierz,K-488,Geografia,1979 Warszawa,,Nie
W Sudetach,Koszarski Włodzimierz,K-488,Monograficzne,1979 Warszawa,,Nie
Limanowa i okolice,Wielek Jan,K-489,Podręczniki narciarskie,1987 Warszawa,,Nie
Vademecum turysty pieszego,Sosnowski Stefan,K-490,Podręczniki,1978 Warszawa,,Nie
Ojcowski Park Narodowy. Przewodnik,Partyka Józef,K-491,Podręczniki narciarskie,1988 Warszawa,,Nie
Schroniska górskie PTTK w województwie nowosądeckim,Moskała Edward,K-492,Informatory,1987 Warszawa-Kraków,,Nie
Schroniska górskie PTTK w województwie nowosądeckim,Moskała Edward,K-492,Historia turystyki,1987 Warszawa-Kraków,,Nie
Gawędy o przewodnikach tatrzańskich,Stecki Konstanty,K-493,Historia turystyki,1985 Warszawa-Kraków,,Nie
Gawędy o przewodnikach tatrzańskich,Stecki Konstanty,K-493,Biograficzne,1985 Warszawa-Kraków,,Nie
Schronisko PTTK w Dolinie Pięciu Stawów Polskich,Moskała Edward,K-494,Historia turystyki,1985 Warszawa-Kraków,,Nie
Tatry polskie. Przewodnik,Nyka Józef,K-495,Podręczniki narciarskie,1981 Warszawa,,Nie
Roztocze. Przewodnik,"Wójcikowski Włodzimierz, Paczyński Ludwik",K-496,Przewodniki narciarskie,1986 Warszawa,,Nie
Vademecum turysty kajakarza,"Kiełb Mieczysław, Winnicki Bohdan",K-497,Podręczniki,1987 Warszawa,,Nie
PTSM. Informator 1991/1992,Szpecht Marek R. (red.),K-498,Informatory,1991 Warszawa,,Nie
Ludzie i Tatry,Uziembło Adam,K-499,Biograficzne,1987 Kraków,,Nie
Góry mojego życia,Krygowski Władysław,K-500,Biograficzne,1987 Kraków,,Nie
Zakopanoptikon,Strug Andrzej,K-501,Biograficzne,1989 Kraków,,Nie
Zakopanoptikon,Strug Andrzej,K-501,Literatura,1989 Kraków,,Nie
Sześć dni w Tatrach,Chałubiński Tytus,K-502,Biograficzne,1988 Kraków,,Nie
Sześć dni w Tatrach,Chałubiński Tytus,K-503,Biograficzne,1988 Kraków,,Nie
Zaczęło się od fonografu,Kominek Mieczysław,K-504,Historia techniki,1986 Kraków,,Nie
W Litworowych i piarżystych kolebach,Krygowski Władysław,K-505,Biograficzne,1982 Kraków,,Nie
Wspomnienia z Zakopanego,Matlakowski Władysław,K-506,Biograficzne,1989 Kraków,,Nie
Sudety. Ziemia Kłodzka i Góry Opawskie,"Martynowski Zbigniew, Mazurski Krzysztof R.",K-507,Podręczniki narciarskie,1988 Warszawa,,Nie
Gorczańskim szlakiem Władysława Orkana,"Królikiewicz Grażyna, Kruczek Zygmunt",K-508,Biograficzne,1987 Warszawa-Kraków,,Nie
Zakopiańskim szlakiem Szymanowskiego,Pinkwart Maciej,K-51,Biograficzne,1982 Warszawa,,Tak
Wielka Encyklopedia Tatrzańska,"Radwańska-Paryska Zofia, Paryski Witold H.",K-510,Monograficzne,1995 Poronin,,Nie
Wielka Encyklopedia Tatrzańska,"Radwańska-Paryska Zofia, Paryski Witold H.",K-510,Monograficzne,1995 Poronin,,Nie
"Himalaje, Karakorum, Hindukusz","Rudawa Dorota, Kasztelanic Rafał",K-511,Monograficzne,"nie podano, (SKG)",,Nie
Parafie bieszczadzkie,Potocki Andrzej,K-515,Przyroda,1987 Przemyśl,,Nie
Skrypt na stopnie żeglarza i sternika Jachtowego,Mikołajczyk Dariusz (red.),K-516,Podręczniki,1967 Warszawa,,Nie
Trzecia granica. W matni,Bahdaj Adam,K-517,Literatura,1974 Warszawa,,Nie
Gawędy o przewodnikach tatrzańskich,Stecki Konstanty,K-518,Biograficzne,1985 Warszawa-Kraków,,Nie
Gawędy o przewodnikach tatrzańskich,Stecki Konstanty,K-518,Historia turystyki,1985 Warszawa-Kraków,,Nie
Atlas gwar Bojkowskich. T. II. Cz. 1 i 2,Rieger Janusz (red.),K-519,Etnografia,1981 Wrocław,,Nie
Fiatem na Rysy,Rygielski Janusz,K-52,Przewodniki wspinaczkowe,1981 Warszawa,,Tak
Śladami I wojny Światowej między Rabą a Dunajcem,"Garduła Krzysztof, Ogórek Leszek",K-520,Historia,1988 Kraków,,Nie
Śladami I wojny Światowej między Rabą a Dunajcem,"Garduła Krzysztof, Ogórek Leszek",K-520,Architektura,1988 Kraków,,Nie
"Ukraińskie Beskidy Wschodnie. T. 2. Na beskidzkich szlakach (cz. I): Gorgany, Czarnohora, Karpaty Marmaroskie, Połoniny Hryniawskie",Gudowski Janusz,K-521,Podręczniki narciarskie,1997 Warszawa,,Nie
Zdobycie Rio Colca - najgłębszego kanionu na Ziemi,Majcherczyk Jerzy,K-522,Terenoznawstwo,1988 Warszawa,,Nie
Polska droga na El Capitan. Quo Vadis - Jacek Czyż solo 2002,"Głazek Grzegorz, Czyż Jacek",K-523,Przewodniki niegórskie,nie podano,,Nie
Polska droga na El Capitan. Quo Vadis - Jacek Czyż solo 2002,"Głazek Grzegorz, Czyż Jacek",K-524,Przewodniki niegórskie,nie podano,,Nie
"Wydawnictwo PTTK ""Kraj"". Katalog wydawniczy 1990",Pacowska Joanna (red.),K-525,Wyprawy,1990 Warszawa,,Nie
Zapowiedzi wydawnicze na rok 1990,"Wydawnictwo ""Sport i Turystyka""",K-526,Wyprawy,1990 Warszawa,,Nie
Wybór literatury dla turystów górskich i Przodowników Turystyki Górskiej,Bereza Bogdan (red.),K-527,Wyprawy,"nie podano, SKG",,Nie
Kronika SKG. Cz. I: lata 1976 -1980,Barczyk Grzegorz (red.),K-528,Archiwum,1987 Warszawa (SKG),,Nie
Kronika SKG. Cz. I: lata 1976 -1980,Barczyk Grzegorz (red.),K-529,Archiwum,1987 Warszawa (SKG),,Nie
Kronika SKG. Cz. II: lata 1981-1985,Barczyk Grzegorz (red.),K-530,Archiwum,1987 Warszawa (SKG),,Nie
Kronika SKG. Cz. II: lata 1981-1985,Barczyk Grzegorz (red.),K-531,Archiwum,1987 Warszawa (SKG),,Nie
Beskid Śląski i Mały. Tereny narciarskie,Bielecki Marian Tadeusz,K-532,Podręczniki narciarskie,1953 Warszawa,,Nie
Wędrówka przez Sudety Środkowe,Staffa Marek,K-533,Podręczniki narciarskie,1982 Warszawa-Kraków,,Nie
Wędrówka przez Beskid Śląski,Sikora Andrzej,K-534,Podręczniki narciarskie,1982 Warszawa-Kraków,,Nie
Wędrówka przez Beskid Śląski,Sikora Andrzej,K-535,Podręczniki narciarskie,1982 Warszawa-Kraków,,Nie
"Wędrówka przez Gorce, Pieniny i Beskid Sądecki",Wyznakiewicz Jolanta,K-536,Podręczniki narciarskie,1982 Warszawa-Kraków,,Nie
Polski Spisz,Figiel Stanisław,K-537,Podręczniki narciarskie,1984 Warszawa-Kraków,,Nie
Szlak im. gen. Karola Świerczewskiego w Bieszczadach,Kresek Zbigniew,K-538,Podręczniki narciarskie,1985 Warszawa-Kraków,,Nie
